ticker,max_duration_days,max_duration_start_date,max_duration_end_date,avg_turnover,notes,source
ACAD,1,2022-06-17,2022-06-17,35113545,,
QXO,1,2023-04-06,2023-04-06,26236383,,
ARDX,1,2022-11-16,2022-11-16,21860468,,
GERN,1,2024-03-14,2024-03-14,20856891,,
ICPT,1,2023-05-19,2023-05-19,17124841,,
AMLX,1,2022-03-30,2022-03-30,16994095,,
MLTX,1,2022-07-01,2022-07-01,16318561,,
PLL,1,2022-03-22,2022-03-22,15370063,,
HIVE,1,2023-07-12,2023-07-12,14425854,,
LBPH,1,2022-06-02,2022-06-02,13519265,,
INVA,1,2023-04-17,2023-04-17,11633818,,
SPRY,1,2023-05-11,2023-05-11,11165490,,
DRUG,1,2024-06-28,2024-06-28,10026782,,
GNS,1,2024-08-08,2024-08-08,9110163,,
WS,1,2023-11-29,2023-11-29,7819720,,
MYSE,1,2023-09-19,2023-09-19,6322813,,
CURR,1,2024-11-21,2024-11-21,6059194,,
FUSN,1,2022-06-06,2022-06-06,5792943,,
IMNM,1,2022-11-04,2022-11-04,5263618,,
DVLT,1,2022-10-12,2022-10-12,5043623,,
NERV,1,2025-05-01,2025-05-01,4516390,,
LXRX,1,2024-10-31,2024-10-31,4176086,,
AGRI,1,2023-05-31,2023-05-31,4080409,,
INKT,1,2023-03-09,2023-03-09,3980250,,
CDTX,1,2023-01-24,2023-01-24,3898278,,
ZVRA,1,2024-08-02,2024-08-02,3881299,,
VSTE,1,2024-02-29,2024-02-29,3786571,,
ALTS,1,2022-05-24,2022-05-24,3762481,,
GV,1,2024-08-27,2024-08-27,3703811,,
PRFX,1,2023-01-31,2023-01-31,3577477,,
ISPO,1,2024-05-30,2024-05-30,3464767,,
OST,1,2024-08-22,2024-08-22,3434108,,
HERA,1,2022-11-08,2022-11-08,3402646,,
DWTX,1,2022-09-01,2022-09-01,3312297,,
AACT,1,2023-10-06,2023-10-06,3255542,,
GSIW,1,2024-06-10,2024-06-10,3211719,,
VECT,1,2023-03-20,2023-03-20,3024051,,
UFG,1,2025-03-06,2025-03-06,2957018,,
HOUR,1,2023-11-20,2023-11-20,2867204,,
HUDI,1,2025-04-15,2025-04-15,2850911,,
LGV,1,2022-09-09,2022-09-09,2788455,,
FVIV,1,2022-08-23,2022-08-23,2786412,,
NVOS,1,2022-08-10,2022-08-10,2771205,,
VNME,1,2025-08-27,2025-08-27,2756248,,
ATXI,1,2022-02-15,2022-02-15,2723932,,
SPRC,1,2022-02-15,2022-02-15,2723088,,
SMFL,1,2023-12-15,2023-12-15,2717765,,
XXII,1,2022-11-25,2022-11-25,2666377,,
NWTG,1,2024-09-30,2024-09-30,2642391,,
GMHS,1,2025-07-11,2025-07-11,2636454,,
ACTD,1,2022-02-10,2022-02-10,2631878,,
PCOM,1,2022-04-14,2022-04-14,2623708,,
SPPI,1,2022-09-22,2022-09-22,2553846,,
ESSC,1,2022-09-13,2022-09-13,2551997,,
IMG,1,2023-09-29,2023-09-29,2548205,,
UBXG,1,2025-06-10,2025-06-10,2508057,,
ENPC,1,2022-08-26,2022-08-26,2443950,,
DFSC,1,2025-04-23,2025-04-23,2311415,,
TOPS,1,2024-10-24,2024-10-24,2256861,,
CGTL,1,2025-02-10,2025-02-10,2242056,,
ITIC,1,2023-02-27,2023-02-27,2240682,,
VZLA,1,2022-03-01,2022-03-01,2197020,,
VTAK,1,2023-01-09,2023-01-09,2149153,,
LDTC,1,2024-04-30,2024-04-30,2137900,,
HCTI,1,2022-05-23,2022-05-23,2108774,,
RYM,1,2025-08-05,2025-08-05,2102019,,
FEMY,1,2023-01-05,2023-01-05,2097008,,
SPPL,1,2024-02-21,2024-02-21,2095143,,
SVFC,1,2022-02-17,2022-02-17,2066103,,
NAOV,1,2023-07-17,2023-07-17,2055990,,
BLBX,1,2023-10-26,2023-10-26,2016791,,
BJDX,1,2023-03-02,2023-03-02,1988263,,
FRGT,1,2022-07-25,2022-07-25,1984100,,
LRHC,1,2024-02-13,2024-02-13,1936789,,
MNPR,1,2022-04-22,2022-04-22,1923757,,
EDN,1,2022-10-20,2022-10-20,1909649,,
EVAC,1,2025-08-29,2025-08-29,1868348,,
OCA,1,2022-04-01,2022-04-01,1861358,,
JYD,1,2024-08-07,2024-08-07,1839765,,
LIPO,1,2023-09-14,2023-09-14,1838887,,
SCNX,1,2023-11-09,2023-11-09,1826056,,
VEEE,1,2022-06-08,2022-06-08,1824103,,
GPCO,1,2022-05-27,2022-05-27,1769189,,
DNAC,1,2022-03-21,2022-03-21,1759759,,
TVAC,1,2022-01-06,2022-01-06,1752504,,
AUUD,1,2022-11-25,2022-11-25,1714786,,
BFRI,1,2023-09-19,2023-09-19,1677885,,
HKIT,1,2025-04-15,2025-04-15,1674539,,
BACC,1,2025-09-03,2025-09-03,1652787,,
GOAC,1,2022-01-12,2022-01-12,1588872,,
LIXT,1,2024-08-14,2024-08-14,1586059,,
BLUW,1,2025-08-21,2025-08-21,1572320,,
PETZ,1,2024-08-29,2024-08-29,1551915,,
OYSE,1,2025-08-08,2025-08-08,1496907,,
THCA,1,2022-01-04,2022-01-04,1465308,,
PCSA,1,2022-08-17,2022-08-17,1458588,,
CPAR,1,2022-11-25,2022-11-25,1440829,,
NVCT,1,2022-10-10,2022-10-10,1420707,,
ASNS,1,2023-01-09,2023-01-09,1416026,,
NURO,1,2025-04-11,2025-04-11,1412565,,
AEON,1,2025-02-25,2025-02-25,1406723,,
DSAC,1,2022-03-28,2022-03-28,1398403,,
VGII,1,2022-02-17,2022-02-17,1374378,,
ELWS,1,2024-08-09,2024-08-09,1360992,,
LUXA,1,2022-08-04,2022-08-04,1356026,,
DRDB,1,2025-04-16,2025-04-16,1347384,,
WAI,1,2025-06-02,2025-06-02,1342957,,
RIME,1,2024-04-05,2024-04-05,1338112,,
INAB,1,2022-07-08,2022-07-08,1329345,,
SERA,1,2022-11-25,2022-11-25,1326749,,
CREV,1,2023-12-27,2023-12-27,1323487,,
HCIC,1,2022-06-16,2022-06-16,1319988,,
MGIH,1,2025-08-29,2025-08-29,1292048,,
CCII,1,2025-08-26,2025-08-26,1288366,,
APLM,1,2025-05-06,2025-05-06,1270113,,
SAI,1,2022-11-25,2022-11-25,1238283,,
NA,1,2023-04-20,2023-04-20,1235194,,
SPGS,1,2022-05-04,2022-05-04,1213061,,
VERO,1,2024-01-04,2024-01-04,1211537,,
HZON,1,2023-03-10,2023-03-10,1191749,,
SPHA,1,2025-03-06,2025-03-06,1164509,,
ICCM,1,2022-10-17,2022-10-17,1161420,,
LWAY,1,2022-07-08,2022-07-08,1155426,,
NXL,1,2023-11-20,2023-11-20,1154891,,
VIRC,1,2022-03-02,2022-03-02,1107540,,
SCOA,1,2022-09-23,2022-09-23,1106473,,
RDAG,1,2025-07-24,2025-07-24,1105351,,
TINV,1,2022-03-11,2022-03-11,1096752,,
NVIV,1,2024-01-11,2024-01-11,1088974,,
TCRX,1,2023-04-25,2023-04-25,1081590,,
RDZN,1,2024-03-04,2024-03-04,1066202,,
SEAC,1,2023-08-04,2023-08-04,1033328,,
AUGX,1,2023-01-06,2023-01-06,1031074,,
LEAP,1,2022-07-06,2022-07-06,1021779,,
GTBP,1,2024-04-24,2024-04-24,987314,,
MTEM,1,2024-01-08,2024-01-08,982732,,
PCAP,1,2025-08-25,2025-08-25,966331,,
PMTS,1,2022-09-22,2022-09-22,960705,,
RKDA,1,2024-09-05,2024-09-05,933285,,
STRT,1,2024-04-26,2024-04-26,919430,,
AIHS,1,2024-05-30,2024-05-30,918792,,
GVH,1,2025-03-03,2025-03-03,918766,,
KEN,1,2023-09-13,2023-09-13,905228,,
NDAC,1,2022-02-28,2022-02-28,899264,,
CLYM,1,2023-10-09,2023-10-09,889691,,
XYF,1,2022-10-07,2022-10-07,888385,,
ADD,1,2023-08-01,2023-08-01,877174,,
SRXH,1,2025-04-24,2025-04-24,872274,,
EFOI,1,2023-10-04,2023-10-04,870987,,
JG,1,2024-05-07,2024-05-07,870192,,
CPIX,1,2024-05-23,2024-05-23,866324,,
FOUN,1,2022-06-23,2022-06-23,862827,,
RETO,1,2023-05-12,2023-05-12,862729,,
NPAC,1,2025-06-17,2025-06-17,848118,,
CJJD,1,2024-06-24,2024-06-24,846456,,
SQFT,1,2025-05-29,2025-05-29,840181,,
KARO,1,2022-12-20,2022-12-20,829248,,
NRXS,1,2024-10-09,2024-10-09,822367,,
AIRI,1,2023-06-22,2023-06-22,821227,,
CJET,1,2025-02-13,2025-02-13,816363,,
PESI,1,2022-06-29,2022-06-29,802848,,
SLCR,1,2022-06-29,2022-06-29,799923,,
BLTS,1,2022-11-25,2022-11-25,799120,,
XRTX,1,2024-02-06,2024-02-06,794762,,
ITRM,1,2024-09-09,2024-09-09,788654,,
SHIM,1,2024-10-15,2024-10-15,782649,,
GPL,1,2022-09-06,2022-09-06,772919,,
MEKA,1,2022-10-31,2022-10-31,770169,,
BRIA,1,2025-07-25,2025-07-25,767637,,
INTS,1,2023-10-27,2023-10-27,763220,,
ELMD,1,2022-04-28,2022-04-28,742805,,
EQD,1,2022-07-26,2022-07-26,738073,,
NIXX,1,2024-08-09,2024-08-09,729543,,
CPTN,1,2024-06-25,2024-06-25,721953,,
BNTC,1,2024-01-04,2024-01-04,715292,,
OLB,1,2024-08-14,2024-08-14,713784,,
OCFT,1,2024-05-29,2024-05-29,703307,,
COFS,1,2022-10-24,2022-10-24,702607,,
BTOC,1,2024-08-08,2024-08-08,685845,,
SMTI,1,2022-03-28,2022-03-28,685663,,
SCVX,1,2022-02-22,2022-02-22,679639,,
AEHL,1,2023-12-26,2023-12-26,674784,,
ATIP,1,2023-12-08,2023-12-08,667882,,
AREN,1,2024-10-18,2024-10-18,660616,,
ACOR,1,2024-01-09,2024-01-09,658884,,
BKTI,1,2024-02-06,2024-02-06,654886,,
MDCX,1,2025-01-28,2025-01-28,648360,,
VIVK,1,2023-06-28,2023-06-28,645300,,
EHLDV,1,2025-03-13,2025-03-13,645206,,
HGSH,1,2022-05-24,2022-05-24,643515,,
TAOX,1,2025-01-31,2025-01-31,642590,,
DTCK,1,2025-05-28,2025-05-28,639020,,
ZKIN,1,2025-05-02,2025-05-02,628727,,
TELA,1,2022-01-13,2022-01-13,627402,,
DPSI,1,2024-01-25,2024-01-25,624497,,
GHSI,1,2023-12-12,2023-12-12,605287,,
LSH,1,2025-07-09,2025-07-09,588911,,
ISLE,1,2022-05-05,2022-05-05,579816,,
MIND,1,2024-03-01,2024-03-01,576840,,
VSTD,1,2024-06-10,2024-06-10,573340,,
ELDN,1,2022-11-25,2022-11-25,572758,,
EUDA,1,2024-02-01,2024-02-01,568485,,
FATH,1,2024-04-04,2024-04-04,566720,,
CSPI,1,2022-11-09,2022-11-09,565299,,
OXLCI,1,2025-07-29,2025-07-29,564697,,
GB,1,2022-07-29,2022-07-29,560471,,
NTRP,1,2024-10-04,2024-10-04,558667,,
CFFI,1,2022-01-28,2022-01-28,551077,,
SMID,1,2023-05-23,2023-05-23,550093,,
BCLI,1,2023-09-27,2023-09-27,547283,,
SSBK,1,2022-06-08,2022-06-08,539165,,
GLE,1,2024-11-05,2024-11-05,534749,,
ERNA,1,2024-04-11,2024-04-11,528156,,
WXM,1,2025-08-27,2025-08-27,527625,,
RADX,1,2025-05-20,2025-05-20,521906,,
RILYG,1,2025-04-16,2025-04-16,520424,,
SJ,1,2025-08-21,2025-08-21,512132,,
ISBA,1,2025-08-21,2025-08-21,503527,,
OCS,1,2024-07-19,2024-07-19,500125,,
RAM,1,2022-06-03,2022-06-03,499789,,
FMST,1,2025-01-30,2025-01-30,493951,,
NISN,1,2023-07-07,2023-07-07,491125,,
FCCO,1,2022-08-04,2022-08-04,491016,,
NTBL,1,2024-10-14,2024-10-14,477953,,
BVFL,1,2024-05-09,2024-05-09,471793,,
BWAY,1,2022-11-01,2022-11-01,470090,,
DERM,1,2022-08-29,2022-08-29,463170,,
NMFCZ,1,2024-10-22,2024-10-22,456039,,
PWOD,1,2022-07-11,2022-07-11,455603,,
YYGH,1,2024-10-29,2024-10-29,449350,,
PLBC,1,2022-09-08,2022-09-08,448686,,
FFNW,1,2022-01-21,2022-01-21,442811,,
BNSO,1,2022-06-29,2022-06-29,441745,,
NVA,1,2024-07-30,2024-07-30,440508,,
JXJT,1,2023-10-09,2023-10-09,438626,,
SRBK,1,2024-04-25,2024-04-25,438318,,
FDBC,1,2022-08-30,2022-08-30,434039,,
FUNC,1,2023-08-29,2023-08-29,433149,,
YI,1,2025-08-27,2025-08-27,429223,,
NVCN,1,2022-10-13,2022-10-13,423586,,
AMBR,1,2024-04-04,2024-04-04,415372,,
CNL,1,2024-08-30,2024-08-30,409771,,
MIXT,1,2023-04-24,2023-04-24,404418,,
NWFL,1,2022-03-28,2022-03-28,404274,,
MNSB,1,2022-08-19,2022-08-19,403562,,
LFTR,1,2022-08-24,2022-08-24,403499,,
LGCB,1,2024-09-11,2024-09-11,402917,,
NKSH,1,2022-10-21,2022-10-21,400744,,
BMTX,1,2024-04-12,2024-04-12,399746,,
LANV,1,2024-10-11,2024-10-11,399011,,
USCB,1,2022-02-04,2022-02-04,398103,,
FLX,1,2025-03-14,2025-03-14,395715,,
FNCH,1,2023-11-24,2023-11-24,390421,,
UFAB,1,2022-05-10,2022-05-10,385830,,
MRBK,1,2022-08-05,2022-08-05,381642,,
MNTX,1,2022-11-07,2022-11-07,380934,,
MBINM,1,2025-02-24,2025-02-24,375555,,
PC,1,2025-08-15,2025-08-15,375076,,
VHC,1,2025-04-21,2025-04-21,372697,,
LEJU,1,2023-11-13,2023-11-13,368765,,
BRN,1,2023-11-17,2023-11-17,365191,,
HHS,1,2025-07-30,2025-07-30,364664,,
VALN,1,2023-09-15,2023-09-15,360451,,
CALB,1,2022-09-21,2022-09-21,356392,,
XBIT,1,2023-09-07,2023-09-07,355966,,
ONCT,1,2024-05-03,2024-05-03,354821,,
TRINL,1,2024-07-19,2024-07-19,351936,,
HBANM,1,2025-08-27,2025-08-27,351162,,
RGCO,1,2022-10-24,2022-10-24,342465,,
BNRE,1,2024-05-20,2024-05-20,340555,,
PRE,1,2024-01-25,2024-01-25,337963,,
CGBDL,1,2025-08-25,2025-08-25,336207,,
DLA,1,2024-02-06,2024-02-06,334113,,
GFED,1,2022-02-17,2022-02-17,334103,,
PPIH,1,2024-01-16,2024-01-16,333552,,
AKA,1,2025-09-04,2025-09-04,330400,,
MBCN,1,2022-01-05,2022-01-05,329084,,
ESSA,1,2022-03-24,2022-03-24,325498,,
CNTG,1,2022-05-16,2022-05-16,322676,,
AUID,1,2023-11-16,2023-11-16,320554,,
TC,1,2022-06-24,2022-06-24,317118,,
FINW,1,2023-02-14,2023-02-14,312907,,
EML,1,2024-01-18,2024-01-18,312752,,
RDGT,1,2025-06-02,2025-06-02,311726,,
ACNT,1,2024-02-21,2024-02-21,311437,,
MTR,1,2024-12-10,2024-12-10,306589,,
BPYPN,1,2023-09-05,2023-09-05,306305,,
PELI,1,2025-07-31,2025-07-31,304785,,
GRNQ,1,2025-05-02,2025-05-02,293857,,
MFICL,1,2025-02-26,2025-02-26,286658,,
FEBO,1,2025-05-22,2025-05-22,285753,,
MLP,1,2022-11-25,2022-11-25,285504,,
EPOW,1,2025-09-03,2025-09-03,283513,,
LBGJ,1,2025-05-27,2025-05-27,280323,,
AC,1,2022-11-25,2022-11-25,279173,,
ONFO,1,2025-04-17,2025-04-17,278468,,
MODD,1,2023-02-22,2023-02-22,276048,,
MOVE,1,2022-10-28,2022-10-28,274043,,
SNAL,1,2023-07-11,2023-07-11,273906,,
FOSLL,1,2025-06-26,2025-06-26,273825,,
SGA,1,2023-03-03,2023-03-03,272942,,
MBINO,1,2022-05-24,2022-05-24,267001,,
PLUR,1,2025-02-06,2025-02-06,266530,,
EBMT,1,2024-04-25,2024-04-25,266111,,
GBNH,1,2022-02-03,2022-02-03,262612,,
FBYD,1,2024-05-10,2024-05-10,259629,,
CALT,1,2022-07-22,2022-07-22,259406,,
VENA,1,2022-07-18,2022-07-18,259078,,
HWBK,1,2024-08-14,2024-08-14,254194,,
ZIONL,1,2024-05-08,2024-05-08,253243,,
WSBK,1,2025-07-29,2025-07-29,253058,,
NTIC,1,2022-03-11,2022-03-11,249847,,
FTLF,1,2023-11-09,2023-11-09,247806,,
MI,1,2024-10-01,2024-10-01,244667,,
AKU,1,2022-06-06,2022-06-06,237307,,
FRES,1,2024-08-16,2024-08-16,235859,,
CMPOV,1,2025-02-25,2025-02-25,235533,,
MKZR,1,2024-11-29,2024-11-29,232106,,
MBINN,1,2022-05-19,2022-05-19,231084,,
TPHS,1,2022-06-01,2022-06-01,226342,,
IMDX,1,2024-09-12,2024-09-12,225944,,
ALAC,1,2022-02-16,2022-02-16,224469,,
CZWI,1,2022-09-08,2022-09-08,222919,,
SNSE,1,2025-08-29,2025-08-29,222653,,
IPWR,1,2022-12-01,2022-12-01,222552,,
MYNA,1,2024-02-15,2024-02-15,220064,,
RMBI,1,2023-06-27,2023-06-27,218054,,
DISCB,1,2022-02-07,2022-02-07,216583,,
ONBPO,1,2024-07-19,2024-07-19,216383,,
CSWCZ,1,2024-10-21,2024-10-21,214792,,
UCL,1,2023-12-14,2023-12-14,213154,,
OBCI,1,2022-03-11,2022-03-11,212002,,
SSKN,1,2025-01-02,2025-01-02,207094,,
GAINL,1,2025-05-07,2025-05-07,206436,,
APRE,1,2023-12-11,2023-12-11,202900,,
LMNL,1,2023-03-23,2023-03-23,201951,,
MHH,1,2024-01-24,2024-01-24,199357,,
STIX,1,2022-10-20,2022-10-20,199299,,
NYMTL,1,2025-07-18,2025-07-18,198961,,
SRZN,1,2022-10-28,2022-10-28,195654,,
ONE,1,2022-11-29,2022-11-29,194901,,
CMDBw,1,2025-05-02,2025-05-02,191436,,
CDRO,1,2022-09-29,2022-09-29,186824,,
VSTA,1,2024-04-24,2024-04-24,183205,,
GLADZ,1,2024-11-01,2024-11-01,180768,,
ATLCL,1,2023-03-28,2023-03-28,177132,,
MAMO,1,2025-05-12,2025-05-12,176174,,
NXXT,1,2024-07-19,2024-07-19,172998,,
LUMO,1,2023-03-24,2023-03-24,171499,,
HROWL,1,2024-09-27,2024-09-27,170405,,
REED,1,2023-01-26,2023-01-26,169159,,
IPHA,1,2023-07-11,2023-07-11,166383,,
ALPS,1,2023-01-25,2023-01-25,164071,,
BGI,1,2023-12-06,2023-12-06,162737,,
MATH,1,2024-07-03,2024-07-03,161665,,
RWAYZ,1,2024-09-19,2024-09-19,160673,,
KUKE,1,2025-07-25,2025-07-25,160054,,
AACG,1,2024-02-22,2024-02-22,159384,,
RWAYL,1,2024-11-12,2024-11-12,156815,,
ACCS,1,2023-06-06,2023-06-06,156019,,
ROLR,1,2025-05-05,2025-05-05,156005,,
FPAY,1,2023-11-02,2023-11-02,153295,,
TANNI,1,2022-09-21,2022-09-21,151488,,
SGRP,1,2024-02-26,2024-02-26,151459,,
CLWT,1,2023-08-02,2023-08-02,151012,,
TACT,1,2025-04-25,2025-04-25,149152,,
LABP,1,2023-08-16,2023-08-16,148267,,
STCN,1,2024-02-16,2024-02-16,147650,,
CLGN,1,2024-10-14,2024-10-14,146810,,
BOSC,1,2023-05-15,2023-05-15,146206,,
RFIL,1,2024-05-02,2024-05-02,146166,,
NH,1,2023-04-04,2023-04-04,143747,,
SIEB,1,2023-01-18,2023-01-18,141008,,
RSSS,1,2022-03-23,2022-03-23,140882,,
PT,1,2024-08-30,2024-08-30,135564,,
SLGL,1,2023-11-01,2023-11-01,134845,,
FNCB,1,2022-04-28,2022-04-28,133004,,
LSTA,1,2024-05-08,2024-05-08,131073,,
YQ,1,2024-07-30,2024-07-30,127389,,
CIG.C,1,2024-04-17,2024-04-17,123987,,
CHCI,1,2023-09-27,2023-09-27,123541,,
CRD.B,1,2023-02-14,2023-02-14,122841,,
RILYL,1,2022-01-12,2022-01-12,122029,,
TLIS,1,2023-09-27,2023-09-27,121764,,
SYBX,1,2025-05-01,2025-05-01,118281,,
HUIZ,1,2025-08-29,2025-08-29,118223,,
ODYS,1,2025-09-04,2025-09-04,117331,,
PXDT,1,2024-01-25,2024-01-25,113557,,
GEG,1,2024-02-26,2024-02-26,111350,,
SEMw,1,2024-11-22,2024-11-22,107587,,
FENG,1,2025-03-27,2025-03-27,104106,,
ARMP,1,2024-10-15,2024-10-15,102356,,
LIQT,1,2025-06-04,2025-06-04,102210,,
OXBR,1,2024-04-09,2024-04-09,101409,,
GURE,1,2022-10-06,2022-10-06,100065,,
GNFT,1,2023-05-01,2023-05-01,94721,,
SSY,1,2024-04-10,2024-04-10,94370,,
MDBH,1,2024-04-26,2024-04-26,90708,,
CSCI,1,2025-07-03,2025-07-03,89855,,
GREEL,1,2025-07-24,2025-07-24,88796,,
GIGM,1,2023-06-05,2023-06-05,88707,,
AHG,1,2025-03-31,2025-03-31,87247,,
HNNA,1,2023-02-23,2023-02-23,85926,,
FFHL,1,2022-03-11,2022-03-11,85073,,
JRSH,1,2024-08-30,2024-08-30,84514,,
TURN,1,2023-03-03,2023-03-03,82854,,
SFE,1,2023-02-06,2023-02-06,82805,,
ICCC,1,2023-03-31,2023-03-31,80533,,
AMOV,1,2022-09-01,2022-09-01,79789,,
NMRD,1,2022-11-23,2022-11-23,77918,,
AXIL,1,2024-09-24,2024-09-24,75427,,
SMIT,1,2022-06-08,2022-06-08,71800,,
FKWL,1,2023-08-11,2023-08-11,71796,,
SRL,1,2023-02-01,2023-02-01,70581,,
CMREw,1,2025-05-02,2025-05-02,69602,,
EDTK,1,2024-01-31,2024-01-31,67363,,
AMS,1,2025-01-24,2025-01-24,67118,,
SOTK,1,2022-05-06,2022-05-06,66093,,
ITCL,1,2023-07-13,2023-07-13,63097,,
IH,1,2024-08-16,2024-08-16,58729,,
PMD,1,2024-05-13,2024-05-13,57344,,
YHGJ,1,2024-08-07,2024-08-07,56497,,
NTWK,1,2022-11-25,2022-11-25,54035,,
EDUC,1,2025-08-06,2025-08-06,53109,,
EPRX,1,2024-08-05,2024-08-05,53108,,
EVK,1,2022-10-28,2022-10-28,52238,,
DYNT,1,2023-10-03,2023-10-03,49647,,
PTNR,1,2022-06-03,2022-06-03,49358,,
HMG,1,2022-01-19,2022-01-19,48773,,
CPAC,1,2024-09-20,2024-09-20,48588,,
TAIT,1,2024-10-10,2024-10-10,45666,,
GTIM,1,2024-10-15,2024-10-15,45661,,
ZIVO,1,2022-11-25,2022-11-25,43645,,
WVVI,1,2023-11-24,2023-11-24,40383,,
SFUN,1,2022-05-06,2022-05-06,37387,,
SVVC,1,2022-11-25,2022-11-25,35244,,
CYAN,1,2023-10-11,2023-10-11,35225,,
NTIP,1,2023-05-08,2023-05-08,33211,,
MSN,1,2024-10-31,2024-10-31,17395,,
LGLw,1,2022-10-04,2022-10-04,7245,,
INPXV,1,2023-03-07,2023-03-07,3558,,
